house_id,city,sale_price,sale_date,months_listed,bedrooms,house_type,area
1522464,Teasdale,234123,2022-10-11,10.4,3,Detached,283.2
1025361,Poppleton,193452,2020-05-22,7.4,4,Detached,302.6
1423616,Silvertown,232910,2021-02-25,3.3,4,Detached,339.1
1820401,Silvertown,119269,2021-06-20,6,3,Semi-detached,221.6
1142969,Silvertown,75825,2020-07-12,2.9,3,Terraced,205.4
1252336,Silvertown,401536,2021-08-31,8.1,6,Detached,520.9
1689823,Riverford,175863,2020-02-19,7.9,4,Detached,333.4
1828245,Silvertown,174723,2022-07-05,7,3,Detached,251.7
1892592,Silvertown,212785,2022-04-13,2,4,Detached,310.3
1778521,Teasdale,349431,2022-05-28,5.5,5,Detached,449.1
1077661,Silvertown,62275,2022-03-20,6.7,2,Semi-detached,122
1284556,Poppleton,52946,2022-08-05,5,2,Terraced,187.1
1773796,Poppleton,164657,2022-08-18,4.5,3,Detached,275.3
1884248,Silvertown,92232,2022-04-30,3.1,2,Semi-detached,181.4
1137674,Riverford,57249,2022-02-12,6.4,2,Semi-detached,152.7
1127541,Silvertown,246582,2021-03-27,5.7,4,Detached,351.7
1353954,Silvertown,58473,2022-08-15,6,2,Terraced,169.2
1742650,Riverford,132917,2020-05-26,6.8,3,Detached,267.9
1926821,Poppleton,333646,2022-12-05,7,6,Detached,556.7
1318936,Poppleton,63114,2021-05-24,5.4,2,Semi-detached,140.4
1334277,Poppleton,222922,2022-05-23,6.2,4,Detached,363.1
1306152,Poppleton,56155,2022-08-16,3.7,3,Terraced,215.5
1345514,Riverford,264909,2021-10-04,6.5,6,Detached,528.5
1865336,Poppleton,347531,2020-04-27,7.2,6,Detached,595.2
1447975,Poppleton,207985,2021-06-20,5.6,4,Detached,333.6
1536382,Silvertown,65182,2021-07-21,4.3,2,Terraced,173.7
1356020,Silvertown,315515,2021-05-15,5.7,5,Detached,451.8
1431898,Silvertown,394399,2020-02-28,4.5,6,Detached,554.4
1446959,Poppleton,214085,2020-06-20,5.9,4,Detached,369.4
1415203,Teasdale,77362,2021-03-20,7.1,2,Semi-detached,134.8
1967688,Silvertown,354608,2022-06-21,5,5,Detached,491
1280560,Teasdale,92807,2022-01-04,6.8,3,Terraced,236.9
1520810,Silvertown,344213,2021-10-18,5.7,5,Detached,485
1693193,Poppleton,218857,2020-01-17,7,4,Detached,356.8
1276760,Poppleton,197170,2020-09-09,5.1,4,Detached,360.3
1825971,Teasdale,102934,2020-12-16,4.1,2,Semi-detached,181.5
1072857,Silvertown,56756,2020-03-24,6.7,2,Terraced,161.5
1589935,Silvertown,344582,2021-05-28,5.1,5,Detached,493.2
1848006,Silvertown,402438,2021-07-26,8,6,Detached,564.4
1509026,Teasdale,429779,2022-11-04,8.1,6,Detached,582.5
1703210,Silvertown,427937,2022-12-03,5.6,6,Detached,570.2
1040448,Teasdale,473598,2022-06-13,5.2,6,Detached,536.4
1888170,Poppleton,73606,2020-08-08,9.4,3,Terraced,232.7
1212969,Teasdale,73959,2021-09-05,6.5,3,Terraced,205.2
1624917,Silvertown,420750,2021-09-04,4.9,6,Detached,562.3
1063402,Silvertown,307755,2022-09-29,6.1,5,Detached,415.9
1553612,Riverford,286637,2020-10-05,3.2,6,Detached,563.3
1886711,Silvertown,252909,2021-10-21,5.4,4,Detached,363.8
1386252,Silvertown,166309,2021-06-07,5.2,3,Detached,259.8
1873424,Teasdale,365171,2021-06-08,8.1,5,Detached,483
1202345,Silvertown,176566,2022-12-17,2.4,3,Detached,254.6
1854053,Silvertown,76018,2021-01-25,6,2,Semi-detached,132.7
1422542,Poppleton,186138,2022-12-02,5.9,4,Detached,300.8
1537532,Silvertown,271660,2021-08-14,8.9,4,Detached,384.4
1557428,Silvertown,180533,2021-09-05,6.1,3,Detached,258.8
1390144,Riverford,188889,2021-07-20,4,4,Detached,391.3
1421959,Silvertown,128148,2021-09-27,9,3,Semi-detached,234.5
1100284,Poppleton,323365,2021-09-10,6.4,6,Detached,508.3
1337587,Riverford,228577,2020-09-09,4.6,5,Detached,496.8
1135689,Poppleton,73796,2021-03-14,4.7,2,Semi-detached,164.6
1496656,Poppleton,189014,2020-11-12,7,4,Detached,326.8
1835245,Teasdale,101030,2022-08-07,7.1,2,Semi-detached,151.8
1480614,Teasdale,272484,2022-06-05,10.4,4,Detached,348.2
1449055,Teasdale,242197,2020-06-07,4.9,3,Detached,298.9
1850841,Poppleton,212573,2022-06-11,6.5,4,Detached,344.6
1784552,Silvertown,387872,2021-03-19,6.2,6,Detached,562.1
1175347,Silvertown,232686,2022-12-03,7,4,Detached,333.8
1614513,Teasdale,485896,2021-07-12,4.5,6,Detached,579.4
1973573,Teasdale,433655,2020-02-09,4,6,Detached,540.4
1605016,Poppleton,270203,2021-06-15,5.9,5,Detached,453.3
1962507,Riverford,75781,2022-06-21,6.4,3,Semi-detached,209
1046247,Silvertown,306747,2021-07-10,3.2,5,Detached,486.9
1931926,Silvertown,310393,2021-02-12,9,5,Detached,450.6
1906383,Silvertown,427514,2021-07-13,5.2,6,Detached,584.1
1708299,Teasdale,80823,2020-12-28,6.4,2,Semi-detached,145.2
1901370,Silvertown,180818,2020-11-01,2.3,3,Detached,255.6
1401207,Silvertown,220668,2022-02-03,7.9,4,Detached,317.7
1612277,Silvertown,57012,2021-07-25,7.7,2,Terraced,162
1818428,Teasdale,464586,2020-01-21,6.8,6,Detached,578.6
1702601,Poppleton,281996,2022-04-15,2.4,5,Detached,454.2
1023294,Riverford,139732,2020-10-17,6.1,3,Detached,281.8
1474128,Silvertown,256773,2020-11-10,6.9,4,Detached,389.1
1034062,Silvertown,207032,2020-12-20,4.2,3,Detached,273.4
1037024,Silvertown,279361,2022-01-14,4.6,5,Detached,401.5
1849072,Poppleton,221229,2020-09-26,5.9,4,Detached,372.8
1042085,Teasdale,358051,2021-12-04,5,5,Detached,448.5
1467667,Teasdale,451611,2020-07-21,6.8,6,Detached,585.9
1739560,Silvertown,63629,2021-06-13,5.8,2,Terraced,186.5
1716643,Teasdale,314740,2021-03-24,7.5,5,Detached,452.2
1203706,Poppleton,347990,2021-05-10,5.7,6,Detached,560.6
1576243,Silvertown,303530,2020-09-10,6.8,5,Detached,430.6
1039025,Teasdale,235911,2022-12-03,3.3,3,Detached,290.2
1190849,Riverford,210506,2020-10-27,5.8,4,Detached,373
1689718,Silvertown,267097,2021-11-07,6.1,5,Detached,408.8
1246343,Poppleton,222523,2022-12-29,7.4,4,Detached,360.9
1565133,Silvertown,93951,2020-10-28,3.2,2,Semi-detached,162.3
1464542,Silvertown,257793,2020-04-07,5.5,4,Detached,394.3
1585264,Teasdale,124398,2021-08-03,3,3,Semi-detached,212.4
1809895,Poppleton,179399,2022-03-15,3.8,3,Detached,297.2
1733135,Teasdale,111518,2022-09-24,6.8,2,Semi-detached,187.4
1299635,Silvertown,253811,2020-11-25,7.4,4,Detached,344.4
1428833,Teasdale,412371,2021-05-08,6.9,5,Detached,493.8
1548380,Teasdale,442858,2020-12-06,5.2,6,Detached,546.8
1523116,Teasdale,392640,2022-06-21,6.9,5,Detached,481.8
1759607,Silvertown,408606,2021-05-17,4.4,6,Detached,567.8
1469058,Poppleton,217605,2022-06-05,8.4,4,Detached,379.4
1815835,Poppleton,298933,2020-10-26,7.1,6,Detached,523.1
1775360,Silvertown,191048,2021-06-01,2.5,3,Detached,290.6
1468783,Poppleton,41496,2022-12-04,4.6,2,Terraced,136.5
1271142,Poppleton,175502,2020-12-05,4.3,3,Detached,290.8
1560627,Riverford,212041,2022-12-03,5.4,5,Detached,414.1
1686587,Poppleton,168631,2021-05-11,5.3,3,Detached,266.9
1979406,Poppleton,209711,2021-05-25,5.9,4,Detached,359.3
1235289,Teasdale,341837,2020-11-17,6.5,5,Detached,464.7
1011567,Silvertown,436304,2021-08-30,3.5,6,Detached,593.6
1398902,Poppleton,324862,2020-08-25,11.7,6,Detached,530.4
1178681,Teasdale,423623,2021-09-13,7.9,6,Detached,585.8
1717760,Poppleton,326328,2022-10-06,6.3,6,Detached,540.3
1151596,Teasdale,152719,2021-04-14,2.6,2,Detached,183.7
1496211,Silvertown,257488,2020-08-25,5.6,4,Detached,378.5
1835283,Teasdale,334466,2022-01-07,4.9,5,Detached,431.4
1026944,Teasdale,408397,2021-02-07,4.6,6,Detached,512
1222163,Silvertown,252485,2020-01-09,6.3,4,Detached,353.2
1923194,Teasdale,361235,2022-11-19,3.1,5,Detached,443.5
1889296,Poppleton,122838,2022-12-27,7.4,3,Detached,205.2
1818049,Poppleton,79748,2020-06-12,6.3,2,Semi-detached,177.8
1524270,Teasdale,147745,2021-08-09,4.4,3,Semi-detached,237.1
1335915,Teasdale,472091,2021-11-04,13.3,6,Detached,584.5
1349199,Silvertown,72445,2020-06-14,6.5,3,Terraced,207.8
